book_id_title,book_id,cover_image_uri,book_title,book_series,book_settings,book_characters,book_language,year_first_published,authorlink,author,num_pages,format,genres,people_curr_read,peop_want_to_read,num_ratings,num_reviews,average_rating,rating_distribution,awards
13393265-bhagavad-gita,13393265,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335694744i/13393265.jpg,Bhagavad Gita,,['India'],"['Arjuna', 'Krishna', 'Sanjaya', 'King Dhrtarastra', 'Dhrstadyumna', 'Dronacharya']",,401,https://www.goodreads.com/author/show/1782206.Krishna_Dwaipayana_Vyasa,Krishna-Dwaipayana Vyasa,221,Paperback,"['Philosophy', 'Religion', 'Classics', 'Spirituality', 'Poetry', 'Nonfiction', 'Hinduism']",10.4k,120k,76257,3395,4.19,"{'5 Stars': 37776, '4 Stars': 21448, '3 Stars': 12147, '2 Stars': 3245, '1 Star': 1641}",[]
13453029-wool-omnibus,13453029,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349614200i/13453029.jpg,Wool Omnibus,"['Silo', 'Wool']",,"['Juliette Nichols', 'Lukas Kyle', 'Holston', 'Jahns', 'Marnes', 'Bernard', 'Walker']",English,2012,https://www.goodreads.com/author/show/3064305.Hugh_Howey,Hugh Howey,509,Paperback,"['Audiobook', 'Apocalyptic', 'Adult', 'Adult Fiction', 'Adventure', 'Science Fiction', 'Fiction']","5,850",10.8k,349855,26169,4.2,"{'5 Stars': 152732, '4 Stars': 133878, '3 Stars': 48060, '2 Stars': 11136, '1 Star': 4049}","['Audie Award Nominee for Science Fiction (2024)', 'Tahtivaeltaja Award Nominee (2014)', 'Prix des libraires du Quebec (2015)', ""Bookworm Best Award for People's Pick (2013)"", 'Goodreads Choice Award Nominee for Science Fiction and for Goodreads Author (2012)', 'RUSA CODES Reading List Nominee for Science Fiction (2014)']"
13496.A_Game_of_Thrones,13496,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1562726234i/13496.jpg,A Game of Thrones,['A Song of Ice and Fire'],"['The Lands of Ice and Fire', 'Westeros']","['Brandon Stark', 'Catelyn Stark', 'Tyrion Lannister', 'Daenerys Targaryen', 'Eddard Stark', 'Theon Greyjoy', 'Robb Stark', 'Arya Stark', 'Jaime Lannister', 'Joffrey Baratheon', 'Robert Baratheon', 'Tywin Lannister', 'Lysa Arryn', 'Petyr Baelish', 'Sansa Stark', 'Viserys Targaryen', 'Varys', 'Hodor', 'Beric Dondarrion', 'Thoros of Myr', 'Sandor Clegane', 'Samwell Tarly', 'Pyp', 'Tommen Baratheon', 'Stannis Baratheon', 'Grenn', 'Mace Tyrell', 'Septa Mordane', 'Jon Snow', 'Cersei Lannister', 'Jorah Mormont']",English,1996,https://www.goodreads.com/author/show/346732.George_R_R_Martin,George R.R. Martin,835,Mass Market Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Adult', 'Audiobook', 'Science Fiction Fantasy']",124k,1m,2625240,67965,4.45,"{'5 Stars': 1612797, '4 Stars': 708388, '3 Stars': 206479, '2 Stars': 54665, '1 Star': 42911}","['Nebula Award Nominee for Best Novel (1997)', 'Locus Award for Best Fantasy Novel (1997)', 'World Fantasy Award Nominee for Best Novel (1997)', 'Premio Ignotus for Mejor Novela Extranjera (2003)']"
1351174.The_Bridge_Over_the_River_Kwai,1351174,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320532738i/1351174.jpg,The Bridge Over the River Kwai,,"['Burma', 'Myanmar']",,English,1952,https://www.goodreads.com/author/show/3400721.Pierre_Boulle,Pierre Boulle,207,Paperback,"['Fiction', 'Historical Fiction', 'Classics', 'War', 'France', 'World War II', 'Historical']",120,"7,972",10151,543,3.95,"{'5 Stars': 3229, '4 Stars': 3985, '3 Stars': 2303, '2 Stars': 476, '1 Star': 158}",['Prix Sainte-Beuve (1952)']
13533740-thomas-jefferson,13533740,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1342043615i/13533740.jpg,Thomas Jefferson: The Art of Power,,"['The United States of America', 'Monticello, Virginia', 'Virginia']",['Thomas Jefferson'],English,2012,https://www.goodreads.com/author/show/3041.Jon_Meacham,Jon Meacham,759,Hardcover,"['History', 'Biography', 'Nonfiction', 'Presidents', 'American History', 'Politics', 'Biography Memoir']","4,723",92.6k,41573,2400,4.04,"{'5 Stars': 16120, '4 Stars': 15618, '3 Stars': 6698, '2 Stars': 1770, '1 Star': 1367}","['Andrew Carnegie Medal Nominee for Nonfiction (2013)', 'Fraunces Tavern Museum Book Award (2013)', 'Goodreads Choice Award Nominee for History & Biography (2012)']"
1354214.The_Girl_in_a_Swing,1354214,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1271535705i/1354214.jpg,The Girl in a Swing,,,,English,1980,https://www.goodreads.com/author/show/7717.Richard_Adams,Richard  Adams,396,Mass Market Paperback,"['Fiction', 'Horror', 'Fantasy', 'Mystery', 'Romance', 'Ghosts', 'Supernatural']",56,"2,192",2097,202,3.53,"{'5 Stars': 447, '4 Stars': 645, '3 Stars': 668, '2 Stars': 248, '1 Star': 89}",[]
135479.Cat_s_Cradle,135479,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327867150i/135479.jpg,Cat's Cradle,,['Ilium'],"['Bokonon', 'Angela Hoenikker', 'Emily Hoenikker', 'Frank Hoenikker', 'Newt Hoenikker', '""Papa"" Monzano', 'Mona Aamons Monzano', 'John (divers)']",English,1963,https://www.goodreads.com/author/show/2778055.Kurt_Vonnegut_Jr_,Kurt Vonnegut Jr.,306,Paperback,"['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'Dystopia']",10.6k,313k,420960,17141,4.15,"{'5 Stars': 174956, '4 Stars': 158450, '3 Stars': 69001, '2 Stars': 14175, '1 Star': 4378}",['Hugo Award Nominee for Best Novel (1964)']
135836.Trainspotting,135836,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353033083i/135836.jpg,Trainspotting,['Mark Renton'],"['London, England', 'Edinburgh, Scotland', 'Scotland']","['Mark Renton', 'Simon Williamson']",Scots,1993,https://www.goodreads.com/author/show/5687.Irvine_Welsh,Irvine Welsh,431,Paperback,"['Fiction', 'Contemporary', 'Classics', 'Scotland', 'Novels', 'Crime', 'Literature']","3,445",151k,172747,4452,4.11,"{'5 Stars': 69805, '4 Stars': 64947, '3 Stars': 28068, '2 Stars': 6662, '1 Star': 3265}",[]
136116.The_Scarlet_Pimpernel,136116,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1406764899i/136116.jpg,The Scarlet Pimpernel,"['The Scarlet Pimpernel (chronological order)', 'The Scarlet Pimpernel (publication order)']","['England', 'France', 'London, England', 'Paris', 'Dover, Kent, England', 'United Kingdom']","['Armand Chauvelin', 'Marguerite Blakeney', 'George IV of Great Britain and Ireland', 'Sir Percy Blakeney', 'Armand St. Just', 'Suzanne de Tournay', 'Sir Andrew Ffoulkes', 'Lord Anthony Dewhurst']",English,1905,https://www.goodreads.com/author/show/2893961.Emmuska_Orczy,Emmuska Orczy,182,Paperback,"['Classics', 'Historical Fiction', 'Fiction', 'Adventure', 'Historical', 'Mystery', 'France']","3,584",89.9k,138638,8194,4.07,"{'5 Stars': 54832, '4 Stars': 49271, '3 Stars': 26403, '2 Stars': 5943, '1 Star': 2189}",[]
1362.The_Histories,1362,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1399225547i/1362.jpg,The Histories,['Loeb Herodotus'],"['Cappadocia', 'Lydia', 'Halys River', 'Corynth', 'Sparta', 'Sardis (now: Sart)', 'Ecbatana', 'Delphi', 'Ascalon (now: Ashkelon)', 'Cytherea', 'Babylon', 'Athens', 'Marathon', 'Salamis', 'Egypt']","['Leonidas', 'Xerxes I of Persia', 'Themistocles', 'Thales of Miletus', 'Cyrus the Great', 'Croesus', 'Aphrodite (Greek Goddess)', 'Megabazus', 'Leutychides', 'Ister', 'Maeandrius', 'Histiaios', 'Harpagos', 'Kypselos', 'Artaphrenes', 'Massagetai', 'Adrastos', 'Kandaules', 'Hermotimos', 'Gorgos', 'Kleombrotos', 'Hekataios', 'Mardonlos', 'Bagaios', 'Labda', 'Kepheus', 'Necos', 'Apollo (Greek god)', 'Artabazos I of Phrygia', 'Mardonius', 'Pausanias of Sparta', 'Solon (of Athens)', 'Amasis II', 'Gyges of Lydia', 'Candaules of Lydia', 'Psamtik III', 'Psamtik I', 'Cambyses I', 'Tomyris (Massagetean Queen)', 'Artemisia I of Caria', 'Eurybiades', 'Leotychidas', 'Hydarnes II', 'Artyphius']",English,431,https://www.goodreads.com/author/show/901.Herodotus,Herodotus,784,Paperback,"['History', 'Nonfiction', 'Ancient History', 'Greece', 'Classics', 'Ancient', 'Philosophy']",96,"1,373",53789,1728,4.01,"{'5 Stars': 21544, '4 Stars': 17323, '3 Stars': 10394, '2 Stars': 2875, '1 Star': 1653}",[]
13623848-the-song-of-achilles,13623848,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1357177533i/13623848.jpg,The Song of Achilles,,"['Troy', 'Greece', 'Ancient Greece']","['Odysseus', 'Hector of Troy', 'Chiron', 'Peleus', 'Patroclus', 'Briseis', 'Thetis', 'Achilles', 'Agamemnon']",English,2011,https://www.goodreads.com/author/show/176372.Madeline_Miller,Madeline Miller,408,Paperback,"['Fantasy', 'Historical Fiction', 'Romance', 'Fiction', 'Mythology', 'LGBT', 'Queer']",127k,2m,1751339,186978,4.31,"{'5 Stars': 943306, '4 Stars': 517413, '3 Stars': 211025, '2 Stars': 57206, '1 Star': 22389}","['Stonewall Book Award Nominee for Literature (2013)', 'Orange Prize for Fiction (2012)', 'Gaylactic Spectrum Award for Best Novel (2013)', 'Audie Award Nominee for Espanol - Spanish Language (2025)', 'Chautauqua Prize Nominee (2013)', 'Lovelybooks Leserpreis Nominee for Romane (2020)']"
136251.Harry_Potter_and_the_Deathly_Hallows,136251,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1663805647i/136251.jpg,Harry Potter and the Deathly Hallows,"['Harry Potter', 'Harry Potter Korean Split-Volume Paperback']","['London, England', 'Hogwarts School of Witchcraft and Wizardry', 'Pagford']","['Sirius Black', 'Ron Weasley', 'Petunia Dursley', 'Vernon Dursley', 'Dudley Dursley', 'Severus Snape', 'Rubeus Hagrid', 'Lord Voldemort', 'Minerva McGonagall', 'Neville Longbottom', 'Fred Weasley', 'George Weasley', 'Percy Weasley', 'Ginny Weasley', 'Colin Creevey', 'Filius Flitwick', 'Lucius Malfoy', 'Pomona Sprout', 'Arthur Weasley', 'Molly Weasley', 'Cho Chang', 'Remus Lupin', 'Sybil Trelawney', 'Peter Pettigrew', 'Oliver Wood', 'Fleur Delacour', 'Viktor Krum', 'Bellatrix Lestrange', 'Alastor Moody', 'Bill Weasley', 'Luna Lovegood', 'Nymphadora Tonks', 'Dolores Umbridge', 'Dobby', 'Kingsley Shacklebolt', 'Padma Patil', 'Parvati Patil', 'Kreacher', 'Narcissa Malfoy', 'Horace Slughorn', 'Rufus Scrimgeour', 'Dean Thomas', 'Aberforth Dumbledore', 'James Potter', 'Lily Potter', 'Xenophilius Lovegood', 'Seamus Finnigan', 'Garrick Ollivander', 'Katie Bell', 'Griphook', 'James Sirius Potter', 'Teddy Lupin', 'Hugo Weasley', 'Draco Malfoy', 'Albus Dumbledore', 'Lily Luna Potter', 'Albus Severus Potter', 'Rose Weasley', 'Harry Potter', 'Hermione Granger', 'Lavender Brown']",English,2007,https://www.goodreads.com/author/show/1077326.J_K_Rowling,J.K. Rowling,759,Hardcover,"['Young Adult', 'Fiction', 'Magic', 'Childrens', 'Audiobook', 'Adventure', 'Middle Grade']","1,070",633k,3927709,92628,4.62,"{'5 Stars': 2856324, '4 Stars': 774027, '3 Stars': 219880, '2 Stars': 45480, '1 Star': 31998}","['Locus Award Nominee for Best Young Adult Novel (2008)', 'Odyssey Award Nominee (2008)', 'Audie Award (2008)', 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2008)', 'Teen Read Award Nominee for Best All-Time-Fave (2010)', 'Puddly Award for Fiction (2008)', 'Andre Norton Award (2007)', 'Carnegie Medal Nominee (2008)']"
13641539-the-end-of-the-affair,13641539,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1370537018i/13641539.jpg,The End of the Affair,,"['London, England']","['Maurice Bendrix', 'Sarah Miles', 'Henry Miles', 'Richard Smythe']",English,1951,https://www.goodreads.com/author/show/2533.Graham_Greene,Graham Greene,7,Audible Audio,"['Fiction', 'Classics', 'Romance', 'Audiobook', 'Literature', 'Novels', 'British Literature']","4,037",60.1k,67562,6276,3.9,"{'5 Stars': 20931, '4 Stars': 25733, '3 Stars': 15330, '2 Stars': 4278, '1 Star': 1290}",['Audie Award for Audio (2013)']
13642.A_Wizard_of_Earthsea,13642,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353424536i/13642.jpg,A Wizard of Earthsea,['Earthsea Cycle'],['Earthsea Realm'],"['Ged', 'Ogion', 'Vetch (Earthsea Cycle)', 'Jasper (Earthsea Cycle)', 'Serret', 'Pechvarry', 'Yarrow (Earthsea Cycle)']",English,1968,https://www.goodreads.com/author/show/874602.Ursula_K_Le_Guin,Ursula K. Le Guin,183,Paperback,"['Fantasy', 'Fiction', 'Young Adult', 'Science Fiction Fantasy', 'Magic', 'Audiobook', 'High Fantasy']",14.6k,696,338898,17912,4.01,"{'5 Stars': 126055, '4 Stars': 121523, '3 Stars': 67711, '2 Stars': 17238, '1 Star': 6371}","['Lewis Carroll Shelf Award (1979)', 'Boston Globe-Horn Book Award for Fiction (1969)', 'Zlota Sepulka for Ksiazka autora zagranicznego (1984)', 'Margaret A. Edwards Award (2004)']"
13651.The_Dispossessed,13651,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353467455i/13651.jpg,The Dispossessed: An Ambiguous Utopia,['Hainish Cycle'],"['Anarres', 'Urras']","['Shevek', 'Takver', 'Bedap', 'Dr. Kimoe', 'Palat', 'Tirin', 'Mitis', 'Dr. Atro', 'Dr. Demaere Oiie', 'Dr. Chifoilisk', 'Laia Asieo Odo', 'Dr. Saio Pae', 'Sabul', 'Gvarab', 'Rulag', 'Sewa Oiie', 'Desar', 'Salas', 'Vea Doem Oiie', 'Efor', 'Mr. Dearri', 'Tuio Maedda', 'Sadik', 'Pilun', 'Ketho']",English,1974,https://www.goodreads.com/author/show/874602.Ursula_K_Le_Guin,Ursula K. Le Guin,387,Paperback,"['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Dystopia', 'Science Fiction Fantasy', 'Speculative Fiction']",10.1k,190k,137127,11423,4.25,"{'5 Stars': 67537, '4 Stars': 44889, '3 Stars': 18138, '2 Stars': 4806, '1 Star': 1757}","['Hugo Award for Best Novel (1975)', 'Nebula Award for Best Novel (1974)', 'Prometheus Hall of Fame Award (1993)', 'Locus Award for Best Novel (1975)', 'Jupiter Award for Best Novel (1975)', 'John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1975)', 'Ditmar Award Nominee for Best International Long Fiction (1975)', 'Premi Ictineu for Millor novel*la traduida (2019)']"
1371.The_Iliad,1371,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1625333695i/1371.jpg,The Iliad,,"['Troia', 'Troy', 'Greece', 'Ancient Greece', 'Aegean Sea']","['Odysseus', 'Menelaus', 'Paris', 'Hector of Troy', 'Aeneas', 'Sarpedon (King of Lycia)', 'Priam', 'Patroclus', 'Diomedes', 'Ajax Oileus', 'Andromache', 'Briseis', 'Hecuba', 'Nestor', 'Akhilleus', 'Achilles', 'Cassandra', 'Agamemnon', 'Ajax', 'Helen of Troy', 'Odysseus', 'Menelaus', 'Hector of Troy', 'Patroclus', 'Agamemnon', 'Paris', 'Cassandra', 'Andromache', 'Priam', 'Helen of Troy', 'Briseis']",English,801,https://www.goodreads.com/author/show/903.Homer,Homer,683,Paperback,"['Poetry', 'Fiction', 'Mythology', 'Classics', 'Literature', 'Fantasy', 'Historical Fiction']",36.2k,461k,481293,14063,3.92,"{'5 Stars': 169149, '4 Stars': 159209, '3 Stars': 109679, '2 Stars': 31445, '1 Star': 11811}","['Audie Award for Literary Fiction & Classics (2024)', ""Premi Critica Serra d'Or de Traduccio (1998)""]"
137559.The_Bumblebee_Flies_Anyway,137559,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320475000i/137559.jpg,The Bumblebee Flies Anyway,,,,English,1983,https://www.goodreads.com/author/show/10442.Robert_Cormier,Robert Cormier,241,Mass Market Paperback,"['Young Adult', 'Fiction', 'Realistic Fiction', 'Classics', 'Childrens', 'Illness', 'Novels']",13,681,1278,69,3.81,"{'5 Stars': 372, '4 Stars': 421, '3 Stars': 374, '2 Stars': 86, '1 Star': 25}",['Vermont Golden Dome Book Award Nominee (1985)']
1378179.Pak_Tua_yang_Membaca_Kisah_Cinta,1378179,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1464171634i/1378179.jpg,Pak Tua yang Membaca Kisah Cinta,,['Ecuador'],"['Antonio Jose Bolivar Proano', 'Rubicundo Loachamin']",Indonesian,1988,https://www.goodreads.com/author/show/1084267.Luis_Sep_lveda,Luis Sepulveda,116,Paperback,"['Fiction', 'Classics', 'Spanish Literature', 'Novels', 'Romance', 'Roman', 'Literature']",474,17.2k,27790,2479,3.93,"{'5 Stars': 8390, '4 Stars': 11408, '3 Stars': 6053, '2 Stars': 1535, '1 Star': 404}",['Premio Tigre Juan (1988)']
1381.The_Odyssey,1381,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1711957706i/1381.jpg,The Odyssey,,"['Ithaca', 'Greece', 'Ancient Greece']","['Odysseus', 'Penelope (wife of Odysseus)', 'Telemachus', 'Minerva', 'Polyphemus', 'Achilles', 'Agamemnon', 'Helen of Troy']",English,701,https://www.goodreads.com/author/show/903.Homer,Homer,541,Paperback,"['Fiction', 'Poetry', 'Mythology', 'Fantasy', 'School', 'Literature', 'Adventure']",38.8k,763k,1133826,22025,3.82,"{'5 Stars': 366447, '4 Stars': 367030, '3 Stars': 269971, '2 Stars': 89600, '1 Star': 40778}",[]
138165.Poetry_Drama_and_Prose,138165,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389900282i/138165.jpg,"Poetry, Drama and Prose",,,,English,2000,https://www.goodreads.com/author/show/29963.W_B_Yeats,W.B. Yeats,518,Paperback,"['Poetry', 'Plays', 'Classics', 'Drama', 'Irish Literature', 'Literature', 'Nonfiction']",18,"1,792",2895,28,4.27,"{'5 Stars': 1444, '4 Stars': 896, '3 Stars': 463, '2 Stars': 74, '1 Star': 18}",[]
1382867.Great_Maria,1382867,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1273653815i/1382867.jpg,Great Maria,,,,English,1974,https://www.goodreads.com/author/show/61073.Cecelia_Holland,Cecelia Holland,519,Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'Italy', 'Medieval', 'Romance', 'Historical Romance']",35,"1,324",587,74,4.09,"{'5 Stars': 251, '4 Stars': 190, '3 Stars': 106, '2 Stars': 28, '1 Star': 12}",[]
13831.Alanna,13831,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388206270i/13831.jpg,Alanna: The First Adventure,"['Song of the Lioness', 'Tortall', 'Tortall (Chronological Order)']",['Tortall'],"['Alanna of Trebond', 'Thom of Trebond', 'Coram Smythesson', 'George Cooper', 'Jonathan of Conte', 'Raoul of Goldenlake', 'Gareth of Naxen the Second (Gary)', 'Alex of Tirrigan', 'Duke Roger of Conte']",English,1983,https://www.goodreads.com/author/show/8596.Tamora_Pierce,Tamora Pierce,274,Mass Market Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Adventure', 'Middle Grade', 'Young Adult Fantasy']","1,490",80.7k,134010,6417,4.27,"{'5 Stars': 67627, '4 Stars': 42549, '3 Stars': 18404, '2 Stars': 3562, '1 Star': 1868}","['Preis der Leseratten des ZDF', ""NSK Neustadt Prize for Children's Literature Nominee (2013)"", 'Margaret A. Edwards Award (2013)']"
13872.Geek_Love,13872,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1636594691i/13872.jpg,Geek Love,,['Oregon'],"['Olympia ""Oly"" Binewski', 'Arturo ""Arty"" Binewski', 'Al Binewski']",English,1989,https://www.goodreads.com/author/show/8622.Katherine_Dunn,Katherine Dunn,348,Paperback,"['Fiction', 'Horror', 'Fantasy', 'Contemporary', 'Novels', 'Literary Fiction', 'Literature']","3,526",92k,70363,7511,3.95,"{'5 Stars': 26150, '4 Stars': 24178, '3 Stars': 12984, '2 Stars': 4767, '1 Star': 2284}",['National Book Award Finalist for Fiction (1989)']
138872.Follow_the_River,138872,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387651947i/138872.jpg,Follow the River,,['The United States of America'],"['Mary Ingles', 'Will Ingles', 'Gander Jack', 'Henry Lenard', 'Otter Girl', 'Mister Harmon', 'Adam Harmon', 'Captain Wildcat', 'Johnny Draper', 'William Ingles', 'Blue Ridge', 'Bettie Draper', 'Colonel Patton', 'Bettie Elenor', 'Colonel Washington', 'Captain Buchanan', 'John Ingles', ""Dunkard's Bottom"", 'Elenor Draper', 'Mary Draper Ingles', 'Philip Lybrook', 'Casper Barrier', 'Snake Stick']",English,1980,https://www.goodreads.com/author/show/29544.James_Alexander_Thom,James Alexander Thom,406,Mass Market Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'Adventure', 'Survival', 'Audiobook', 'Native American']",967,16.7k,22420,2711,4.23,"{'5 Stars': 10472, '4 Stars': 7856, '3 Stars': 3123, '2 Stars': 685, '1 Star': 284}",[]
139253.The_House_on_Mango_Street,139253,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348245688i/139253.jpg,The House on Mango Street,,"['Chicago, Illinois']","['Esperanza', 'Nenny']",English,1984,https://www.goodreads.com/author/show/13234.Sandra_Cisneros,Sandra Cisneros,110,Paperback,"['Fiction', 'Classics', 'Young Adult', 'Short Stories', 'School', 'Coming Of Age', 'Contemporary']","8,651",142k,211845,19026,3.69,"{'5 Stars': 51638, '4 Stars': 75427, '3 Stars': 59045, '2 Stars': 18568, '1 Star': 7167}","['American Book Award (1985)', ""George C. Stone Center for Children's Books Recognition of Merit Award (1994)""]"
1397217.Out_of_Time_s_Abyss,1397217,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391794329i/1397217.jpg,Out of Time's Abyss,['Caspak'],['Caspak (Caprona)'],,English,1918,https://www.goodreads.com/author/show/10885.Edgar_Rice_Burroughs,Edgar Rice Burroughs,136,Paperback,"['Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Classics', 'Pulp', 'Audiobook']",84,877,1714,129,3.61,"{'5 Stars': 360, '4 Stars': 549, '3 Stars': 616, '2 Stars': 160, '1 Star': 29}",[]
139874.The_Story_of_the_Stone_or_The_Dream_of_the_Red_Chamber_Vol_1,139874,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1551975644i/139874.jpg,"The Story of the Stone, or The Dream of the Red Chamber, Vol. 1: The Golden Days",['The Story of the Stone'],,,English,1791,https://www.goodreads.com/author/show/5029521.Cao_Xueqin,Cao Xueqin,542,Paperback,"['Classics', 'China', 'Fiction', 'Chinese Literature', 'Literature', 'Historical Fiction', 'Asia']",573,13.1k,2458,280,4.2,"{'5 Stars': 1178, '4 Stars': 761, '3 Stars': 386, '2 Stars': 94, '1 Star': 39}",[]
140225.The_Voyage_of_the_Dawn_Treader,140225,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661032500i/140225.jpg,The Voyage of the Dawn Treader,"['The Chronicles of Narnia (Publication Order)', 'The Chronicles of Narnia (Chronological Order)']","['Narnia', 'The Lone Islands', 'Dragon Island', 'Deathwater Island', ""Coriakin's Island"", 'Dark Island', ""Ramandu's Island""]","['Aslan', 'Lucy Pevensie', 'Edmund Pevensie', 'Eustace Scrubb', 'Prince Caspian', 'Reepicheep']",English,1952,https://www.goodreads.com/author/show/1069006.C_S_Lewis,C.S. Lewis,248,Hardcover,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Christian', 'Middle Grade']","5,294",108k,489605,12259,4.09,"{'5 Stars': 195309, '4 Stars': 170021, '3 Stars': 101534, '2 Stars': 18432, '1 Star': 4309}",[]
140302.Poirot_investiga,140302,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1359475912i/140302.jpg,Poirot investiga,['Hercule Poirot'],"['England', 'Brussels']","['Hercule Poirot', 'Arthur Hastings']",Spanish; Castilian,1924,https://www.goodreads.com/author/show/123715.Agatha_Christie,Agatha Christie,237,Mass Market Paperback,"['Mystery', 'Fiction', 'Short Stories', 'Crime', 'Classics', 'Audiobook', 'Mystery Thriller']","5,101",39.6k,69841,4121,3.91,"{'5 Stars': 20895, '4 Stars': 25860, '3 Stars': 19226, '2 Stars': 3326, '1 Star': 534}",[]
14034.The_Old_Capital,14034,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388290351i/14034.jpg,The Old Capital,,"['Japan', 'Kyoto']","['Chieko', 'Shige', 'Takichiro']",English,1962,https://www.goodreads.com/author/show/8550.Yasunari_Kawabata,Yasunari Kawabata,160,Paperback,"['Japan', 'Fiction', 'Japanese Literature', 'Classics', 'Historical Fiction', 'Literature', 'Asia']",373,"9,540",7169,842,3.74,"{'5 Stars': 1638, '4 Stars': 2715, '3 Stars': 2210, '2 Stars': 507, '1 Star': 99}",[]
14045.As_I_Crossed_a_Bridge_of_Dreams,14045,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1398742932i/14045.jpg,As I Crossed a Bridge of Dreams,,,,English,1050,https://www.goodreads.com/author/show/8181906.Lady_Sarashina,Lady Sarashina,148,Paperback,"['Japan', 'Classics', 'Nonfiction', 'Japanese Literature', 'History', 'Poetry', 'Memoir']",37,"4,482",1208,154,3.86,"{'5 Stars': 339, '4 Stars': 464, '3 Stars': 318, '2 Stars': 73, '1 Star': 14}",[]
140963.O_Pioneers_,140963,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388956566i/140963.jpg,O Pioneers!,['Great Plains Trilogy'],['Nebraska'],"['Evesham Giyt', 'Alexandra Bergson']",English,1913,https://www.goodreads.com/author/show/881203.Willa_Cather,Willa Cather,159,Paperback,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'American', 'Historical', 'Novels']","2,048",34.5k,56089,4455,3.9,"{'5 Stars': 16886, '4 Stars': 22173, '3 Stars': 12652, '2 Stars': 3175, '1 Star': 1203}",['One Book One Nebraska (2013)']
141270.Ars_ne_Lupin_Gentleman_Thief,141270,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348259825i/141270.jpg,"Arsene Lupin, Gentleman-Thief",['Arsene Lupin'],['France'],['Arsene Lupin'],English,1907,https://www.goodreads.com/author/show/1569298.Maurice_Leblanc,Maurice Leblanc,279,Paperback,"['Classics', 'Mystery', 'Fiction', 'Crime', 'France', 'Short Stories', 'Audiobook']","4,790",35.9k,32505,3132,3.81,"{'5 Stars': 7718, '4 Stars': 13301, '3 Stars': 9305, '2 Stars': 1805, '1 Star': 376}",[]
